,match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
240,T20I # 1847,South Africa Vs Bangladesh,Bangladesh,Mehidy Hasan Miraz,3,0,32,0,10.66,4,2,2,0,0
241,T20I # 1847,South Africa Vs Bangladesh,Bangladesh,Hasan Mahmud,4,0,36,1,9.00,11,3,2,2,0
242,T20I # 1847,South Africa Vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,25,0,6.25,7,1,1,0,0
243,T20I # 1847,South Africa Vs Bangladesh,Bangladesh,Mosaddek Hossain,2,0,16,0,8.00,5,1,1,0,0
244,T20I # 1847,South Africa Vs Bangladesh,Bangladesh,Shakib Al Hasan,3,0,33,2,11.00,7,1,3,0,1
245,T20I # 1847,South Africa Vs Bangladesh,Bangladesh,Afif Hossain,1,0,11,1,11.00,1,2,0,0,0
246,T20I # 1847,South Africa Vs Bangladesh,South Africa,Kagiso Rabada,3,0,24,1,8.00,8,1,2,1,0
247,T20I # 1847,South Africa Vs Bangladesh,South Africa,Wayne Parnell,2,0,18,0,9.00,3,0,1,1,0
248,T20I # 1847,South Africa Vs Bangladesh,South Africa,Anrich Nortje,3.3,0,10,4,2.85,16,1,0,0,0
249,T20I # 1847,South Africa Vs Bangladesh,South Africa,Keshav Maharaj,4,0,24,1,6.00,6,1,0,0,0
250,T20I # 1847,South Africa Vs Bangladesh,South Africa,Tabraiz Shamsi,4,0,20,3,5.00,12,0,1,2,0
251,T20I # 1848,India Vs Netherlands,Netherlands,Fred Klaassen,4,0,33,1,8.25,9,2,1,2,0
252,T20I # 1848,India Vs Netherlands,Netherlands,Tim Pringle,4,0,30,0,7.50,6,3,0,0,0
253,T20I # 1848,India Vs Netherlands,Netherlands,Paul van Meekeren,4,0,32,1,8.00,9,3,1,0,0
254,T20I # 1848,India Vs Netherlands,Netherlands,Bas de Leede,3,0,33,0,11.00,6,5,1,1,0
255,T20I # 1848,India Vs Netherlands,Netherlands,Logan van Beek,4,0,45,0,11.25,3,2,3,0,0
256,T20I # 1848,India Vs Netherlands,Netherlands,Shariz Ahmad,1,0,5,0,5.00,2,0,0,0,0
257,T20I # 1848,India Vs Netherlands,India,Bhuvneshwar Kumar,3,2,9,2,3.00,14,1,0,0,0
258,T20I # 1848,India Vs Netherlands,India,Arshdeep Singh,4,0,37,2,9.25,9,6,0,1,1
259,T20I # 1848,India Vs Netherlands,India,Mohammed Shami,4,0,27,1,6.75,10,2,0,0,0
260,T20I # 1848,India Vs Netherlands,India,Axar Patel,4,0,18,2,4.50,11,0,0,0,0
261,T20I # 1848,India Vs Netherlands,India,Hardik Pandya,1,0,9,0,9.00,1,0,0,1,0
262,T20I # 1848,India Vs Netherlands,India,Ravichandran Ashwin,4,0,21,2,5.25,13,1,1,1,0
263,T20I # 1849,Zimbabwe Vs Pakistan,Pakistan,Shaheen Shah Afridi,4,0,29,0,7.25,9,3,0,0,0
264,T20I # 1849,Zimbabwe Vs Pakistan,Pakistan,Naseem Shah,4,0,34,0,8.50,7,4,0,2,0
265,T20I # 1849,Zimbabwe Vs Pakistan,Pakistan,Mohammad Wasim,4,0,24,4,6.00,16,2,1,4,0
266,T20I # 1849,Zimbabwe Vs Pakistan,Pakistan,Haris Rauf,4,1,12,1,3.00,15,0,0,0,0
267,T20I # 1849,Zimbabwe Vs Pakistan,Pakistan,Shadab Khan,4,0,23,3,5.75,8,1,0,0,0
268,T20I # 1849,Zimbabwe Vs Pakistan,Zimbabwe,Richard Ngarava,4,0,24,0,6.00,15,2,1,2,0
269,T20I # 1849,Zimbabwe Vs Pakistan,Zimbabwe,Blessing Muzarabani,4,0,18,1,4.50,11,1,0,0,0
270,T20I # 1849,Zimbabwe Vs Pakistan,Zimbabwe,Brad Evans,4,0,25,2,6.25,12,2,1,0,0
271,T20I # 1849,Zimbabwe Vs Pakistan,Zimbabwe,Sikandar Raza,4,0,25,3,6.25,13,2,1,2,0
272,T20I # 1849,Zimbabwe Vs Pakistan,Zimbabwe,Luke Jongwe,1,0,10,1,10.00,2,2,0,0,0
273,T20I # 1849,Zimbabwe Vs Pakistan,Zimbabwe,Sean Williams,2,0,15,0,7.50,1,0,0,1,0
274,T20I # 1849,Zimbabwe Vs Pakistan,Zimbabwe,Ryan Burl,1,0,7,0,7.00,0,0,0,0,0
275,T20I # 1850,New Zealand Vs Sri Lanka,Sri Lanka,Maheesh Theekshana,4,0,35,1,8.75,7,2,2,1,0
276,T20I # 1850,New Zealand Vs Sri Lanka,Sri Lanka,Kasun Rajitha,4,0,23,2,5.75,16,3,0,1,2
277,T20I # 1850,New Zealand Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,2,0,14,1,7.00,4,1,0,0,0
278,T20I # 1850,New Zealand Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga de Silva,4,0,22,1,5.50,9,1,0,0,0
279,T20I # 1850,New Zealand Vs Sri Lanka,Sri Lanka,Lahiru Kumara,3,0,37,1,12.33,2,2,2,2,1
280,T20I # 1850,New Zealand Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,3,0,34,0,11.33,5,3,1,1,0
281,T20I # 1850,New Zealand Vs Sri Lanka,New Zealand,Tim Southee,4,1,12,1,3.00,18,0,1,1,0
282,T20I # 1850,New Zealand Vs Sri Lanka,New Zealand,Trent Boult,4,0,13,4,3.25,18,1,0,1,0
283,T20I # 1850,New Zealand Vs Sri Lanka,New Zealand,Lockie Ferguson,4,0,35,1,8.75,11,4,1,3,0
284,T20I # 1850,New Zealand Vs Sri Lanka,New Zealand,Mitchell Santner,4,0,21,2,5.25,13,3,0,0,0
285,T20I # 1850,New Zealand Vs Sri Lanka,New Zealand,Ish Sodhi,3.2,0,21,2,6.30,11,2,1,1,0
286,T20I # 1851,Bangladesh Vs Zimbabwe,Zimbabwe,Richard Ngarava,4,0,24,2,6.00,11,2,0,2,0
287,T20I # 1851,Bangladesh Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,2,0,13,2,6.50,8,3,0,0,0
288,T20I # 1851,Bangladesh Vs Zimbabwe,Zimbabwe,Tendai Chatara,3,0,18,0,6.00,7,1,0,0,0
289,T20I # 1851,Bangladesh Vs Zimbabwe,Zimbabwe,Sikandar Raza,4,0,35,1,8.75,2,2,1,0,0
290,T20I # 1851,Bangladesh Vs Zimbabwe,Zimbabwe,Brad Evans,3,0,32,0,10.66,2,3,1,1,0
291,T20I # 1851,Bangladesh Vs Zimbabwe,Zimbabwe,Wessly Madhevere,2,0,18,0,9.00,0,1,0,0,0
292,T20I # 1851,Bangladesh Vs Zimbabwe,Zimbabwe,Sean Williams,2,0,10,1,5.00,4,0,0,1,0
293,T20I # 1851,Bangladesh Vs Zimbabwe,Bangladesh,Taskin Ahmed,4,1,19,3,4.75,15,3,0,0,0
294,T20I # 1851,Bangladesh Vs Zimbabwe,Bangladesh,Hasan Mahmud,4,0,36,0,9.00,8,5,0,3,0
295,T20I # 1851,Bangladesh Vs Zimbabwe,Bangladesh,Mosaddek Hossain,4,0,34,2,8.50,11,3,2,0,1
296,T20I # 1851,Bangladesh Vs Zimbabwe,Bangladesh,Mustafizur Rahman,4,0,15,2,3.75,11,0,0,0,0
297,T20I # 1851,Bangladesh Vs Zimbabwe,Bangladesh,Shakib Al Hasan,4,0,34,0,8.50,5,3,0,0,0
298,T20I # 1852,Netherlands Vs Pakistan,Pakistan,Shaheen Shah Afridi,4,0,19,1,4.75,13,1,0,1,0
299,T20I # 1852,Netherlands Vs Pakistan,Pakistan,Naseem Shah,4,0,11,1,2.75,15,0,0,0,0
300,T20I # 1852,Netherlands Vs Pakistan,Pakistan,Mohammad Wasim,3,0,15,2,5.00,10,1,0,1,0
301,T20I # 1852,Netherlands Vs Pakistan,Pakistan,Haris Rauf,3,0,10,1,3.33,11,1,0,0,0
302,T20I # 1852,Netherlands Vs Pakistan,Pakistan,Shadab Khan,4,0,22,3,5.50,11,2,0,0,0
303,T20I # 1852,Netherlands Vs Pakistan,Pakistan,Mohammad Nawaz,2,0,11,0,5.50,3,0,0,0,0
304,T20I # 1852,Netherlands Vs Pakistan,Netherlands,Fred Klaassen,3,0,26,0,8.66,4,3,0,0,0
305,T20I # 1852,Netherlands Vs Pakistan,Netherlands,Paul van Meekeren,4,0,19,1,4.75,15,2,0,0,0
306,T20I # 1852,Netherlands Vs Pakistan,Netherlands,Brandon Glover,2.5,0,22,2,7.76,9,3,0,0,0
307,T20I # 1852,Netherlands Vs Pakistan,Netherlands,Tim Pringle,1,0,12,0,12.00,1,2,0,0,0
308,T20I # 1852,Netherlands Vs Pakistan,Netherlands,Logan van Beek,2,0,9,0,4.50,5,0,0,0,0
309,T20I # 1852,Netherlands Vs Pakistan,Netherlands,Roelof van der Merwe,1,0,7,0,7.00,1,0,0,0,0
310,T20I # 1853,India Vs South Africa,South Africa,Wayne Parnell,4,1,15,3,3.75,16,0,1,0,0
311,T20I # 1853,India Vs South Africa,South Africa,Kagiso Rabada,4,0,26,0,6.50,13,2,1,1,0
312,T20I # 1853,India Vs South Africa,South Africa,Lungi Ngidi,4,0,29,4,7.25,10,3,1,0,0
313,T20I # 1853,India Vs South Africa,South Africa,Anrich Nortje,4,0,23,1,5.75,12,1,1,0,0
314,T20I # 1853,India Vs South Africa,South Africa,Keshav Maharaj,3,0,28,0,9.33,5,3,1,0,0
315,T20I # 1853,India Vs South Africa,South Africa,Aiden Markram,1,0,5,0,5.00,1,0,0,0,0
316,T20I # 1853,India Vs South Africa,India,Bhuvneshwar Kumar,3.4,0,21,0,5.72,13,2,1,0,0
317,T20I # 1853,India Vs South Africa,India,Arshdeep Singh,4,0,25,2,6.25,13,4,0,1,0
318,T20I # 1853,India Vs South Africa,India,Mohammed Shami,4,0,13,1,3.25,15,1,0,0,0
319,T20I # 1853,India Vs South Africa,India,Hardik Pandya,4,0,29,1,7.25,8,3,0,0,0
320,T20I # 1853,India Vs South Africa,India,Ravichandran Ashwin,4,0,43,1,10.75,5,1,4,0,0
321,T20I # 1855,Australia Vs Ireland,Ireland,Josh Little,4,0,21,2,5.25,13,2,0,2,0
322,T20I # 1855,Australia Vs Ireland,Ireland,Mark Adair,4,0,59,0,14.75,6,7,2,6,0
323,T20I # 1855,Australia Vs Ireland,Ireland,Barry McCarthy,4,0,29,3,7.25,7,2,0,1,0
324,T20I # 1855,Australia Vs Ireland,Ireland,Gareth Delany,3,0,29,0,9.66,10,2,2,2,0
325,T20I # 1855,Australia Vs Ireland,Ireland,Fionn Hand,1,0,15,0,15.00,2,0,2,1,0
326,T20I # 1855,Australia Vs Ireland,Ireland,George Dockrell,4,0,24,0,6.00,8,0,1,0,0
327,T20I # 1855,Australia Vs Ireland,Australia,Josh Hazlewood,3,0,24,0,8.00,8,1,2,1,0
328,T20I # 1855,Australia Vs Ireland,Australia,Pat Cummins,4,0,28,2,7.00,14,3,1,1,0
329,T20I # 1855,Australia Vs Ireland,Australia,Glenn Maxwell,2.1,0,14,2,6.46,6,2,0,0,0
330,T20I # 1855,Australia Vs Ireland,Australia,Mitchell Starc,4,1,43,2,10.75,11,8,0,2,1
331,T20I # 1855,Australia Vs Ireland,Australia,Adam Zampa,4,0,19,2,4.75,9,1,0,0,0
332,T20I # 1855,Australia Vs Ireland,Australia,Marcus Stoinis,1,0,6,1,6.00,2,0,0,0,0
333,T20I # 1856,Afghanistan Vs Sri Lanka,Sri Lanka,Kasun Rajitha,4,0,31,1,7.75,11,2,1,1,1
334,T20I # 1856,Afghanistan Vs Sri Lanka,Sri Lanka,Pramod Madushan,3,0,24,0,8.00,7,2,1,0,0
335,T20I # 1856,Afghanistan Vs Sri Lanka,Sri Lanka,Lahiru Kumara,4,0,30,2,7.50,12,2,1,4,0
336,T20I # 1856,Afghanistan Vs Sri Lanka,Sri Lanka,Maheesh Theekshana,4,0,33,0,8.25,5,1,1,1,0
337,T20I # 1856,Afghanistan Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga de Silva,4,0,13,3,3.25,12,0,0,0,0
338,T20I # 1856,Afghanistan Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,1,0,9,1,9.00,1,1,0,0,0
339,T20I # 1856,Afghanistan Vs Sri Lanka,Afghanistan,Fazalhaq Farooqi,3.3,1,22,0,6.28,11,3,0,1,0
340,T20I # 1856,Afghanistan Vs Sri Lanka,Afghanistan,Mujeeb Ur Rahman,4,0,24,2,6.00,12,3,0,0,0
341,T20I # 1856,Afghanistan Vs Sri Lanka,Afghanistan,Fareed Ahmad,2,0,25,0,12.50,3,3,1,1,0
342,T20I # 1856,Afghanistan Vs Sri Lanka,Afghanistan,Rashid Khan,4,0,31,2,7.75,10,2,1,1,0
343,T20I # 1856,Afghanistan Vs Sri Lanka,Afghanistan,Azmatullah Omarzai,2,0,17,0,8.50,2,1,0,1,0
344,T20I # 1856,Afghanistan Vs Sri Lanka,Afghanistan,Mohammad Nabi,2,0,16,0,8.00,2,0,1,0,0
345,T20I # 1856,Afghanistan Vs Sri Lanka,Afghanistan,Gulbadin Naib,1,0,12,0,12.00,1,2,0,0,0
346,T20I # 1858,England Vs New Zealand,New Zealand,Trent Boult,4,0,40,0,10.00,8,4,1,1,0
347,T20I # 1858,England Vs New Zealand,New Zealand,Tim Southee,4,0,43,1,10.75,9,3,3,0,0
348,T20I # 1858,England Vs New Zealand,New Zealand,Mitchell Santner,4,0,25,1,6.25,8,2,0,0,0
349,T20I # 1858,England Vs New Zealand,New Zealand,Lockie Ferguson,4,0,45,2,11.25,6,4,2,0,1
350,T20I # 1858,England Vs New Zealand,New Zealand,Ish Sodhi,4,0,23,1,5.75,10,2,0,0,0
351,T20I # 1858,England Vs New Zealand,England,Moeen Ali,1,0,4,0,4.00,3,0,0,0,0
352,T20I # 1858,England Vs New Zealand,England,Chris Woakes,4,0,33,2,8.25,9,1,2,1,0
353,T20I # 1858,England Vs New Zealand,England,Adil Rashid,4,0,33,0,8.25,6,0,2,0,0
354,T20I # 1858,England Vs New Zealand,England,Sam Curran,4,0,26,2,6.50,9,0,0,2,0
355,T20I # 1858,England Vs New Zealand,England,Mark Wood,3,0,25,1,8.33,8,2,1,1,0
356,T20I # 1858,England Vs New Zealand,England,Liam Livingstone,3,0,26,0,8.66,4,3,0,0,0
357,T20I # 1858,England Vs New Zealand,England,Ben Stokes,1,0,10,1,10.00,2,2,0,0,0
358,T20I # 1859,Zimbabwe Vs Netherlands,Netherlands,Fred Klaassen,4,0,17,1,4.25,17,0,1,2,0
359,T20I # 1859,Zimbabwe Vs Netherlands,Netherlands,Paul van Meekeren,4,0,29,3,7.25,13,3,0,2,0
360,T20I # 1859,Zimbabwe Vs Netherlands,Netherlands,Brandon Glover,4,1,29,2,7.25,15,2,2,2,0
361,T20I # 1859,Zimbabwe Vs Netherlands,Netherlands,Logan van Beek,2.2,0,17,2,7.28,8,1,1,1,0
362,T20I # 1859,Zimbabwe Vs Netherlands,Netherlands,Bas de Leede,4,0,14,2,3.50,11,0,0,0,0
363,T20I # 1859,Zimbabwe Vs Netherlands,Netherlands,Roelof van der Merwe,1,0,8,0,8.00,2,1,0,0,0
364,T20I # 1859,Zimbabwe Vs Netherlands,Zimbabwe,Tendai Chatara,4,0,22,0,5.50,14,4,0,0,0
365,T20I # 1859,Zimbabwe Vs Netherlands,Zimbabwe,Richard Ngarava,4,0,18,2,4.50,15,1,1,0,0
366,T20I # 1859,Zimbabwe Vs Netherlands,Zimbabwe,Blessing Muzarabani,4,0,23,2,5.75,14,2,1,1,0
367,T20I # 1859,Zimbabwe Vs Netherlands,Zimbabwe,Sean Williams,3,0,21,0,7.00,8,2,1,0,0
368,T20I # 1859,Zimbabwe Vs Netherlands,Zimbabwe,Sikandar Raza,1,0,6,0,6.00,0,0,0,0,0
369,T20I # 1859,Zimbabwe Vs Netherlands,Zimbabwe,Luke Jongwe,2,0,25,1,12.50,3,4,0,3,1
370,T20I # 1860,India Vs Bangladesh,Bangladesh,Taskin Ahmed,4,0,15,0,3.75,16,2,0,0,0
371,T20I # 1860,India Vs Bangladesh,Bangladesh,Shoriful Islam,4,0,57,0,14.25,7,4,4,2,2
372,T20I # 1860,India Vs Bangladesh,Bangladesh,Hasan Mahmud,4,0,47,3,11.75,7,6,2,0,1
373,T20I # 1860,India Vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,31,0,7.75,9,4,0,0,0
374,T20I # 1860,India Vs Bangladesh,Bangladesh,Shakib Al Hasan,4,0,33,2,8.25,3,2,0,0,0
375,T20I # 1860,India Vs Bangladesh,India,Bhuvneshwar Kumar,3,0,27,0,9.00,7,2,2,0,0
376,T20I # 1860,India Vs Bangladesh,India,Arshdeep Singh,4,0,38,2,9.50,10,5,1,0,0
377,T20I # 1860,India Vs Bangladesh,India,Mohammed Shami,3,0,25,1,8.33,7,2,1,0,0
378,T20I # 1860,India Vs Bangladesh,India,Axar Patel,1,0,6,0,6.00,2,0,0,0,0
379,T20I # 1860,India Vs Bangladesh,India,Ravichandran Ashwin,2,0,19,0,9.50,4,3,0,1,0
380,T20I # 1860,India Vs Bangladesh,India,Hardik Pandya,3,0,28,2,9.33,8,1,3,0,0
381,T20I # 1861,Pakistan Vs South Africa,South Africa,Wayne Parnell,4,0,31,1,7.75,10,3,1,0,0
382,T20I # 1861,Pakistan Vs South Africa,South Africa,Kagiso Rabada,4,0,44,1,11.00,7,4,2,0,0
383,T20I # 1861,Pakistan Vs South Africa,South Africa,Lungi Ngidi,4,0,32,1,8.00,11,3,1,2,0
384,T20I # 1861,Pakistan Vs South Africa,South Africa,Anrich Nortje,4,0,41,4,10.25,11,1,4,0,1
385,T20I # 1861,Pakistan Vs South Africa,South Africa,Tabraiz Shamsi,4,0,36,1,9.00,8,2,2,2,0
386,T20I # 1861,Pakistan Vs South Africa,Pakistan,Shaheen Shah Afridi,3,0,14,3,4.66,11,2,0,0,0
387,T20I # 1861,Pakistan Vs South Africa,Pakistan,Naseem Shah,3,0,19,1,6.33,10,1,1,1,0
388,T20I # 1861,Pakistan Vs South Africa,Pakistan,Haris Rauf,3,0,44,1,14.66,2,7,1,1,0
389,T20I # 1861,Pakistan Vs South Africa,Pakistan,Mohammad Wasim,2,0,13,1,6.50,3,1,0,0,0
390,T20I # 1861,Pakistan Vs South Africa,Pakistan,Shadab Khan,2,0,16,2,8.00,5,1,1,0,0
391,T20I # 1861,Pakistan Vs South Africa,Pakistan,Mohammad Nawaz,1,0,2,0,2.00,4,0,0,0,0
392,T20I # 1862,New Zealand Vs Ireland,Ireland,Josh Little,4,0,22,3,5.50,10,2,0,1,0
393,T20I # 1862,New Zealand Vs Ireland,Ireland,Mark Adair,4,0,39,1,9.75,9,3,1,3,0
394,T20I # 1862,New Zealand Vs Ireland,Ireland,Barry McCarthy,4,0,46,0,11.50,4,4,2,0,0
395,T20I # 1862,New Zealand Vs Ireland,Ireland,Gareth Delany,4,0,30,2,7.50,11,3,1,1,0
396,T20I # 1862,New Zealand Vs Ireland,Ireland,Fionn Hand,2,0,22,0,11.00,2,2,1,0,0
397,T20I # 1862,New Zealand Vs Ireland,Ireland,George Dockrell,2,0,18,0,9.00,4,2,0,2,0
398,T20I # 1862,New Zealand Vs Ireland,New Zealand,Trent Boult,4,0,38,0,9.50,8,4,1,0,0
399,T20I # 1862,New Zealand Vs Ireland,New Zealand,Tim Southee,4,0,29,2,7.25,8,2,1,0,0
400,T20I # 1862,New Zealand Vs Ireland,New Zealand,Lockie Ferguson,4,0,22,3,5.50,10,1,0,0,0
401,T20I # 1862,New Zealand Vs Ireland,New Zealand,Mitchell Santner,4,0,26,2,6.50,12,3,1,0,0
402,T20I # 1862,New Zealand Vs Ireland,New Zealand,Ish Sodhi,4,0,31,2,7.75,10,0,2,1,0
403,T20I # 1864,Australia Vs Afghanistan,Afghanistan,Fazalhaq Farooqi,4,0,29,2,7.25,13,4,1,0,0
404,T20I # 1864,Australia Vs Afghanistan,Afghanistan,Mujeeb Ur Rahman,4,0,42,1,10.50,5,4,1,1,0
405,T20I # 1864,Australia Vs Afghanistan,Afghanistan,Naveen-ul-Haq,4,0,21,3,5.25,11,2,0,0,0
406,T20I # 1864,Australia Vs Afghanistan,Afghanistan,Gulbadin Naib,3,0,31,0,10.33,6,3,2,0,0
407,T20I # 1864,Australia Vs Afghanistan,Afghanistan,Rashid Khan,4,0,29,1,7.25,9,2,1,1,0
408,T20I # 1864,Australia Vs Afghanistan,Afghanistan,Mohammad Nabi,1,0,14,0,14.00,1,1,1,0,0
409,T20I # 1864,Australia Vs Afghanistan,Australia,Josh Hazlewood,4,0,33,2,8.25,13,2,3,0,0
410,T20I # 1864,Australia Vs Afghanistan,Australia,Pat Cummins,4,0,22,0,5.50,12,2,0,0,0
411,T20I # 1864,Australia Vs Afghanistan,Australia,Marcus Stoinis,2,0,26,0,13.00,2,2,1,2,0
412,T20I # 1864,Australia Vs Afghanistan,Australia,Kane Richardson,4,0,48,1,12.00,4,3,3,1,0
413,T20I # 1864,Australia Vs Afghanistan,Australia,Adam Zampa,4,0,22,2,5.50,11,1,0,0,0
414,T20I # 1864,Australia Vs Afghanistan,Australia,Cameron Green,2,0,13,0,6.50,7,1,1,0,0
415,T20I # 1867,Sri Lanka Vs England,England,Ben Stokes,3,0,24,1,8.00,8,1,2,0,0
416,T20I # 1867,Sri Lanka Vs England,England,Chris Woakes,3,0,24,1,8.00,5,3,0,1,0
417,T20I # 1867,Sri Lanka Vs England,England,Mark Wood,3,0,26,3,8.66,8,1,2,1,0
418,T20I # 1867,Sri Lanka Vs England,England,Sam Curran,4,0,27,1,6.75,10,2,1,0,0
419,T20I # 1867,Sri Lanka Vs England,England,Adil Rashid,4,0,16,1,4.00,11,0,0,0,0
420,T20I # 1867,Sri Lanka Vs England,England,Liam Livingstone,2,0,16,0,8.00,2,0,1,0,0
421,T20I # 1867,Sri Lanka Vs England,England,Moeen Ali,1,0,5,0,5.00,1,0,0,0,0
422,T20I # 1867,Sri Lanka Vs England,Sri Lanka,Maheesh Theekshana,4,0,22,0,5.50,11,1,0,1,0
423,T20I # 1867,Sri Lanka Vs England,Sri Lanka,Kasun Rajitha,3,0,40,0,13.33,4,5,1,2,0
424,T20I # 1867,Sri Lanka Vs England,Sri Lanka,Lahiru Kumara,3.4,0,24,2,6.54,11,3,0,0,1
425,T20I # 1867,Sri Lanka Vs England,Sri Lanka,Wanindu Hasaranga de Silva,4,0,23,2,5.75,11,1,1,0,0
426,T20I # 1867,Sri Lanka Vs England,Sri Lanka,Dhananjaya de Silva,4,0,24,2,6.00,7,1,0,0,0
427,T20I # 1867,Sri Lanka Vs England,Sri Lanka,Charith Asalanka,1,0,8,0,8.00,1,1,0,0,0
428,T20I # 1871,Netherlands Vs South Africa,South Africa,Wayne Parnell,4,0,32,0,8.00,10,2,2,1,0
429,T20I # 1871,Netherlands Vs South Africa,South Africa,Kagiso Rabada,3,0,37,0,12.33,6,7,0,0,0
430,T20I # 1871,Netherlands Vs South Africa,South Africa,Lungi Ngidi,3,0,35,0,11.66,3,5,0,0,0
431,T20I # 1871,Netherlands Vs South Africa,South Africa,Anrich Nortje,4,0,10,1,2.50,14,0,0,0,0
432,T20I # 1871,Netherlands Vs South Africa,South Africa,Keshav Maharaj,4,0,27,2,6.75,12,1,2,0,0
433,T20I # 1871,Netherlands Vs South Africa,South Africa,Aiden Markram,2,0,16,1,8.00,3,0,1,1,0
434,T20I # 1871,Netherlands Vs South Africa,Netherlands,Fred Klaassen,4,0,20,2,5.00,15,3,0,0,0
435,T20I # 1871,Netherlands Vs South Africa,Netherlands,Paul van Meekeren,3,0,33,1,11.00,5,1,2,1,1
436,T20I # 1871,Netherlands Vs South Africa,Netherlands,Colin Ackermann,3,0,16,0,5.33,6,1,0,0,0
437,T20I # 1871,Netherlands Vs South Africa,Netherlands,Roelof van der Merwe,2,0,19,0,9.50,2,2,0,0,0
438,T20I # 1871,Netherlands Vs South Africa,Netherlands,Brandon Glover,2,0,9,3,4.50,5,0,0,1,0
439,T20I # 1871,Netherlands Vs South Africa,Netherlands,Logan van Beek,3,0,23,0,7.66,4,1,1,0,0
440,T20I # 1871,Netherlands Vs South Africa,Netherlands,Bas de Leede,3,0,25,2,8.33,4,1,0,1,2
441,T20I # 1872,Bangladesh Vs Pakistan,Pakistan,Shaheen Shah Afridi,4,0,22,4,5.50,13,2,1,0,0
442,T20I # 1872,Bangladesh Vs Pakistan,Pakistan,Naseem Shah,3,0,15,0,5.00,9,2,0,0,0
443,T20I # 1872,Bangladesh Vs Pakistan,Pakistan,Mohammad Wasim,2,0,19,0,9.50,5,1,1,1,0
444,T20I # 1872,Bangladesh Vs Pakistan,Pakistan,Haris Rauf,4,0,21,1,5.25,11,2,0,0,0
445,T20I # 1872,Bangladesh Vs Pakistan,Pakistan,Shadab Khan,4,0,30,2,7.50,8,3,0,0,0
446,T20I # 1872,Bangladesh Vs Pakistan,Pakistan,Iftikhar Ahmed,3,0,15,1,5.00,9,2,0,0,0
447,T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,Taskin Ahmed,3,0,26,0,8.66,10,1,2,0,1
448,T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,Nasum Ahmed,4,0,14,1,3.50,13,0,0,2,0
449,T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,Shakib Al Hasan,4,0,35,1,8.75,6,5,0,0,0
450,T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,Mustafizur Rahman,4,0,21,1,5.25,8,0,0,0,0
451,T20I # 1872,Bangladesh Vs Pakistan,Bangladesh,Ebadot Hossain,3.1,0,25,1,7.89,7,1,1,0,1
452,T20I # 1873,India Vs Zimbabwe,Zimbabwe,Richard Ngarava,4,1,44,1,11.00,12,2,4,1,1
453,T20I # 1873,India Vs Zimbabwe,Zimbabwe,Tendai Chatara,4,0,34,0,8.50,5,3,1,0,0
454,T20I # 1873,India Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,4,0,50,1,12.50,5,8,0,1,0
455,T20I # 1873,India Vs Zimbabwe,Zimbabwe,Wellington Masakadza,2,0,12,0,6.00,5,1,0,1,0
456,T20I # 1873,India Vs Zimbabwe,Zimbabwe,Ryan Burl,1,0,14,0,14.00,1,1,1,0,0
457,T20I # 1873,India Vs Zimbabwe,Zimbabwe,Sikandar Raza,3,0,18,1,6.00,5,0,1,0,0
458,T20I # 1873,India Vs Zimbabwe,Zimbabwe,Sean Williams,2,0,9,2,4.50,6,0,0,2,0
459,T20I # 1873,India Vs Zimbabwe,India,Bhuvneshwar Kumar,3,1,11,1,3.66,14,1,0,1,0
460,T20I # 1873,India Vs Zimbabwe,India,Arshdeep Singh,2,0,9,1,4.50,9,1,0,2,0
461,T20I # 1873,India Vs Zimbabwe,India,Mohammed Shami,2,0,14,2,7.00,7,1,1,0,0
462,T20I # 1873,India Vs Zimbabwe,India,Hardik Pandya,3,0,16,2,5.33,10,1,0,2,1
463,T20I # 1873,India Vs Zimbabwe,India,Ravichandran Ashwin,4,0,22,3,5.50,13,3,0,1,0
464,T20I # 1873,India Vs Zimbabwe,India,Axar Patel,3.2,0,40,1,12.00,4,5,1,0,0
465,T20I # 1877,New Zealand Vs Pakistan,Pakistan,Shaheen Shah Afridi,4,0,24,2,6.00,11,2,0,0,0
466,T20I # 1877,New Zealand Vs Pakistan,Pakistan,Naseem Shah,4,0,30,0,7.50,8,3,0,0,0
467,T20I # 1877,New Zealand Vs Pakistan,Pakistan,Haris Rauf,4,0,32,0,8.00,6,2,0,0,0
468,T20I # 1877,New Zealand Vs Pakistan,Pakistan,Mohammad Wasim,2,0,15,0,7.50,3,0,1,0,0
469,T20I # 1877,New Zealand Vs Pakistan,Pakistan,Shadab Khan,4,0,33,0,8.25,7,3,1,0,0
